銘柄コード,会社名,時価総額,PER(会予),PBR,配当利回り(会予),売上高,売上総利益率,営業CF/売上比率,販管費/売上比率,営業利益,営業利益率,当期純利益,純利益率,ROE,自己資本比率,有利子負債/総資産,有利子負債/時価総額,純有利子負債/時価総額,DEレシオ,流動比率,総資産,現金及び預金,売上債権,売上債権回転数,棚卸資産,棚卸資産回転数,有形固定資産,固定負債,有利子負債,純有利子負債,純資産,自己資本,ネットキャッシュ,ネットキャッシュ比率
8410,セブン銀行,"303,831",15.6,1.1,4.20,"197,877",,50.90,,,,"31,970",16.20,11.70,14.50,52.40,325.4,325.40,3.6,,"1,885,148",,,,,,"45,765",,"988,672","988,672","278,190","272,994",,
8425,みずほリース,"291,659",7.3,0.8,4.10,"656,127",11.20,29.30,5.20,"39,511",6.00,"35,220",5.40,9.50,9.80,82.80,1077.1,1059.10,8.5,125.90,"3,795,203","52,548","2,112",1.2,,,"905,971","1,459,070","3,141,496","3,088,948","387,649","370,456","3,088,948",81.39
8876,リロG,"291,197",7.3,4.6,2.20,"132,580",45.70,14.10,27.20,"27,611",20.80,"27,807",21.00,,23.00,45.80,43.1,20.60,2.0,137.20,"274,112","63,206","69,538",191.4,"7,341",37.2,"17,466","101,563","125,581","59,881","65,362","63,082","62,375",22.76
9069,センコーGHD,"293,338",15.2,1.4,2.70,"778,370",15.30,6.60,11.50,"29,906",3.80,"15,944",2.00,7.50,29.40,44.80,110.5,83.80,1.5,127.30,"723,059","78,254","5,929",2.8,"24,868",13.8,"358,585","289,732","324,117","245,863","239,315","212,421","245,863",34.00
9759,NSD,"265,223",23.7,4.1,2.40,"101,263",24.60,12.00,9.70,"15,180",15.00,"10,262",10.10,16.10,73.80,3.20,1.0,10.60,0.0,352.90,"86,656","26,913",,,623,3.0,"5,067","7,410","2,761","28,151","64,714","63,929","24,152",27.87
1414,ショーボンドHD,"268,621",18.3,2.6,2.70,"85,419",29.70,22.70,6.60,"19,666",23.00,"14,321",16.80,13.80,81.90,,0.0,8.10,,500.70,"126,882","21,792","1,613",6.9,,,"15,463","2,095",0,"21,792","105,213","103,925","21,792",17.18
141A,トライアルHD,"273,838",19.9,2.3,0.70,"717,948",19.80,8.30,17.50,"19,161",2.70,"11,439",1.60,9.50,38.10,4.50,5.2,30.50,0.1,99.50,"314,627","97,696","1,666",0.8,"55,222",35.0,"126,823","21,487","14,164","83,532","122,705","119,966","83,532",26.55
1860,戸田建設,"266,418",10.6,0.8,,"522,434",12.60,11.90,9.10,"17,908",3.40,"16,101",3.10,4.80,35.60,32.60,115.4,85.30,0.9,123.00,"944,073","79,735",,,"70,139",56.0,"257,245","221,665","307,493","227,159","347,181","335,846","227,758",24.13
2296,伊藤ハム米久HD,"280,548",16.0,1.0,6.50,"988,771",13.50,1.00,11.50,"19,576",2.00,"13,097",1.30,4.60,61.10,13.40,22.3,14.80,0.2,191.90,"467,009","20,989","103,223",38.1,"143,367",61.2,"109,668","36,252","62,544","41,555","286,318","285,544","41,555",8.90
2593,伊藤園,"287,839",21.0,1.7,,"453,899",39.00,5.60,33.50,"25,023",5.50,"15,650",3.40,9.00,52.60,22.70,26.1,2.50,0.4,223.40,"331,023","82,287","59,838",48.1,"57,582",75.9,"76,634","57,274","75,018","7,269","175,831","174,121","7,269",2.20
2607,不二製油,"276,148",98.6,1.2,1.60,"564,087",14.70,8.60,11.50,"18,213",3.20,"6,524",1.20,2.90,39.30,42.20,86.3,72.40,1.1,146.00,"565,346","38,621","125,724",81.4,"144,299",109.4,"155,580","108,466","238,440","199,819","233,303","222,230","199,819",35.34
2811,カゴメ,"278,061",19.9,1.6,1.60,"306,869",32.50,10.30,23.80,"36,221",11.80,"25,015",8.20,14.40,51.90,21.00,25.2,18.10,0.4,197.60,"333,564","15,887","51,732",61.5,"110,561",194.8,"80,199","41,462","70,002","50,343","197,249","173,258","54,115",16.22
3048,ビックカメラ,"263,163",15.5,1.7,2.60,"922,572",26.40,4.60,23.80,"24,388",2.60,"13,908",1.50,8.90,31.90,22.80,42.7,18.40,0.7,126.50,"491,876","63,709","53,609",21.2,"128,759",69.2,"80,012","72,034","112,252","48,543","198,798","157,029","48,543",9.87
4626,太陽HD,"283,712",17.7,2.8,5.70,"119,010",47.20,19.90,28.70,"22,067",18.50,"10,780",9.10,10.50,53.60,33.60,22.7,6.90,0.6,258.00,"192,022","44,903",,,"21,343",124.0,"67,638","51,052","64,521","19,618","102,978","102,974","19,618",10.22
5711,三菱マテリアル,"293,593",7.9,0.4,4.50,"1,540,642",9.60,3.30,8.10,"23,276",1.50,"29,793",1.90,4.30,28.30,29.10,241.7,204.00,1.0,120.50,"2,437,935","110,678","195,478",46.3,"534,179",140.0,"441,001","471,876","709,586","598,908","709,776","690,257","598,908",24.57
6269,三井海洋開発,"293,378",6.9,,2.80,,,,,,,,,,,,0.0,0.00,,,,,,,,,,,0,,,,,
6526,ソシオネクスト,"285,626",27.2,2.1,3.10,"188,535",55.10,16.90,41.90,"25,000",13.30,"19,600",10.40,14.30,80.50,0.80,0.5,25.00,0.0,403.90,"170,312","72,837","31,609",61.2,"17,038",73.5,"22,338","1,995","1,298","71,539","137,046","137,046","71,539",42.00
6544,ジャパンエレベーターサービスHD,"281,866",55.3,15.4,0.90,"42,216",37.80,12.50,21.60,"6,821",16.20,"4,515",10.70,24.70,52.30,22.00,2.7,1.70,0.4,126.10,"34,919","2,896",,,"6,055",84.1,"12,562","3,339","7,690","4,794","18,592","18,265","4,794",13.73
6770,アルプスアルパイン,"287,296",63.8,0.7,4.30,"990,407",17.70,6.60,14.20,"34,106",3.40,"37,837",3.80,9.10,55.90,13.60,35.1,16.40,0.2,218.20,"740,715","147,941","166,841",61.5,"138,634",62.1,"136,673","98,338","100,787","47,154","415,515","413,995","47,154",6.37
7189,西本フィナンシャルHD,"276,898",9.2,0.5,3.80,"185,595",,106.20,,,,"23,576",12.70,4.20,4.00,77.10,3842.1,3842.10,19.0,,"13,799,859",,"55,312",108.8,,,"114,644",,"10,638,797","10,638,797","569,140","558,728",,
7867,タカラトミー,"276,303",19.1,2.5,1.80,"208,326",40.80,14.00,31.70,"18,818",9.00,"9,808",4.70,9.00,62.20,6.70,4.2,12.70,0.1,218.10,"175,158","46,713","43,626",76.4,"23,813",70.5,"18,543","9,534","11,738","34,975","108,923","108,890","34,975",19.97
8012,長瀬産業,"274,308",9.8,0.7,3.60,"900,149",18.30,8.10,14.90,"30,618",3.40,"22,402",2.50,5.70,48.10,21.60,64.2,42.00,0.4,205.90,"813,207","60,806",,,"155,107",77.0,"89,153","138,525","175,971","115,165","399,110","391,478","115,165",14.16
9336,大栄環境,"285,758",20.0,3.2,1.70,"73,035",43.50,29.70,16.50,"19,714",27.00,"13,591",18.60,15.00,49.90,38.60,24.5,5.00,0.8,264.30,"180,933","53,624","12,089",60.4,805,7.1,"88,859","63,857","69,879","14,364","90,695","90,340","16,255",8.98
9409,テレビ朝HD,"259,758",,0.6,2.30,"307,898",24.90,6.20,20.90,"12,337",4.00,"17,138",5.60,3.80,80.00,,0.0,27.20,,238.90,"558,074","19,683","85,240",101.0,"12,081",19.1,"131,927","34,063",0,"70,669","448,298","446,200","19,683",3.53
9504,中国電力,"268,019",4.1,0.4,2.80,"1,529,218",,12.20,,"129,148",8.40,"98,474",6.40,13.90,16.20,67.20,1093.8,986.90,4.1,109.50,"4,360,959","286,731",,,"85,892",,,"3,019,862","2,931,714","2,644,983","705,865","707,535","2,644,983",60.65
1332,ニッスイ,"268,023",11.2,1.0,3.20,"831,375",15.10,6.60,11.50,"29,663",3.60,"23,850",2.90,9.10,41.20,35.10,83.2,76.50,0.9,146.00,"635,733","17,944","121,942",53.5,"189,720",98.1,"171,678","127,703","223,083","205,139","270,709","261,753","205,139",32.27
1662,石油資源開発,"267,656",3.3,0.5,,"325,863",26.80,27.80,8.70,"55,247",17.00,"53,661",16.50,10.80,75.90,0.40,1.1,54.10,0.0,376.20,"652,612","114,547",,,"23,548",36.0,"201,994","56,240","2,856","144,691","531,029","495,456","111,691",17.11
2810,ハウス食品G本社,"262,338",21.3,0.9,,"299,600",36.40,8.50,29.90,"19,470",6.50,"17,580",5.90,6.10,67.50,3.20,5.2,25.10,0.0,274.40,"429,647","74,143","63,191",77.0,"31,774",60.8,"106,316","44,791","13,720","65,921","319,176","289,820","60,423",14.06
3591,ワコールHD,"263,263",58.5,1.3,2.00,"187,208",55.60,6.00,53.70,"9,503",5.10,"8,632",4.60,,71.20,9.50,10.4,1.80,0.1,223.90,"286,742","29,347","18,515",36.1,"53,073",233.0,"43,859","30,142","27,294","4,852","207,367","204,113","2,053",0.72
4114,本触媒,"252,862",15.3,0.7,6.50,"392,009",17.30,14.80,13.10,"16,562",4.20,"11,008",2.80,2.90,69.10,8.50,18.7,9.80,0.1,229.10,"557,213","61,491","100,339",93.4,"85,050",95.8,"196,974","47,571","47,326","24,772","393,905","385,030","14,165",2.54
4401,ADEKA,"267,310",10.9,0.9,3.70,"399,770",26.20,10.50,17.30,"35,428",8.90,"22,977",5.70,7.80,53.90,11.70,23.9,18.60,0.2,289.20,"547,714","108,319",,,"126,619",156.6,"125,389","75,747","63,979","49,836","350,120","295,366","44,340",8.10
5463,丸一鋼管,"272,716",10.3,0.8,3.90,"271,310",19.70,13.20,6.90,"34,811",12.80,"26,113",9.60,7.50,80.00,1.00,1.7,33.20,0.0,464.00,"435,890","77,153","55,206",74.3,"59,218",99.2,"118,054","26,698","4,526","90,473","362,766","348,527","72,627",16.66
5714,DOWAHD,"270,056",9.0,0.7,3.30,"717,194",11.40,16.50,7.20,"30,003",4.20,"27,853",3.90,7.10,57.60,11.90,29.9,14.30,0.2,180.50,"676,865","42,099",,,"218,800",125.6,"208,481","61,518","80,770","38,671","407,298","389,830","38,671",5.71
5832,ちゅうぎんフィナンシャルG,"267,830",10.7,0.5,3.70,"184,661",,62.60,,,,"21,389",11.60,3.80,5.10,75.50,3118.6,3118.60,14.8,,"11,069,601",,"22,955",45.4,,,"41,211",,"8,352,648","8,352,648","563,793","563,652",,
6135,牧野フライス製作所,"261,950",14.6,1.2,2.40,"234,216",30.90,5.80,23.00,"18,516",7.90,"14,415",6.20,6.40,61.70,15.60,21.8,2.70,0.3,234.20,"367,037","64,055",,,"98,218",221.6,"94,221","42,776","57,200","6,990","226,650","226,286","6,855",1.87
6268,ナブテスコ,"270,505",20.6,1.0,3.60,"323,384",26.90,8.20,22.00,"14,788",4.60,"10,119",3.10,3.80,59.90,12.70,20.8,8.80,0.2,189.80,"442,520","77,812","77,043",87.0,"56,611",87.5,"114,289","41,058","56,219","23,902","282,096","265,264","21,593",4.88
6323,ローツェ,"259,080",11.0,2.2,1.20,"124,406",39.90,29.60,14.10,"32,024",25.70,"23,634",19.00,20.00,62.80,16.80,12.2,12.10,0.3,357.90,"187,738","62,990","30,684",90.0,"49,157",239.9,"24,452","18,356","31,613","31,377","128,717","117,898","31,377",16.71
6592,マブチモーター,"264,829",17.5,0.9,3.70,"196,212",26.90,20.50,15.90,"21,644",11.00,"12,831",6.50,4.20,92.00,0.20,0.2,46.80,0.0,1108.20,"331,901","124,552","34,550",64.3,"55,387",141.0,"89,954","6,655",517,"124,035","305,284","305,222","124,035",37.37
6952,カシオ計算機,"253,702",31.7,1.1,,"268,828",43.20,11.40,37.90,"14,208",5.30,"11,909",4.40,5.40,64.00,14.40,19.6,37.40,0.2,299.90,"345,215","69,097","26,136",35.5,"62,662",149.8,"55,621","43,428","49,829","94,936","221,120","221,059","19,268",5.58
6976,太陽誘電,"272,542",54.5,0.8,4.10,"322,647",20.30,15.80,17.50,"9,079",2.80,"8,317",2.60,2.50,56.20,27.60,60.3,30.10,0.5,344.90,"595,582","82,495","87,897",99.4,"115,096",163.3,"292,389","174,309","164,447","81,952","335,310","334,576","81,952",13.76
7327,第四北越フィナンシャルG,"259,005",9.3,0.5,,"182,058",,161.70,,,,"21,203",11.60,4.30,4.60,79.00,3303.9,3303.90,17.4,,"10,830,153",,"12,211",24.5,,,"53,935",,"8,557,211","8,557,211","492,906","492,886",,
7419,ノジマ,"242,296",9.3,1.3,1.60,"761,301",28.80,7.60,24.80,"30,560",4.00,"19,979",2.60,10.30,32.70,14.60,35.8,8.10,0.4,132.90,"592,857","67,155","83,455",40.0,"77,802",52.4,"59,707","106,974","86,783","19,628","198,973","193,570","19,628",3.31
8304,あおぞら銀行,"270,673",15.0,0.6,3.90,"246,299",,54.40,,,,"49,904",20.30,,5.60,74.80,2190.1,2190.10,13.3,,"7,924,506",,"59,286",87.9,,,"22,201",,"5,927,911","5,927,911","455,342","446,175",,
8570,イオンフィナンシャルサービス,"260,999",12.4,0.6,4.40,"533,262",,65.10,76.20,"61,485",11.50,"19,527",3.70,4.20,6.00,16.50,490.8,178.60,2.8,117.90,"7,760,375","814,786","79,348",54.3,,,"34,512","872,496","1,280,999","466,213","589,649","465,023","466,213",6.01
